,e_enzyme,e_enzyme_composition_string,m_gene,m_reaction
673,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1244,PRFGS
674,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1244,PRFGS
675,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1244,PRFGS
676,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1244,PRFGS
677,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1244,PRFGS
678,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1244,PRFGS
679,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1244,PRFGS
680,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1244,PRFGS
681,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1244,PRFGS
682,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1244,PRFGS
683,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1244,PRFGS
684,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
685,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
686,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
687,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
688,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
689,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
690,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
691,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
692,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
693,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
694,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
695,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
696,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
697,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
698,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
699,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
700,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
701,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
702,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
703,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
704,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
705,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
706,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
707,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
708,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
709,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
710,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1246,PRFGS
711,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1245,PRFGS
712,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1245,PRFGS
713,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1245,PRFGS
714,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1245,PRFGS
715,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1245,PRFGS
716,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1245,PRFGS
717,TM1037_Monomer,TM1037(1),TM_1037,PRMICIi
718,TM1037_Monomer,TM1037(1),TM_1037,PRMICIi
719,TM1037_Monomer,TM1037(1),TM_1037,PRMICIi
720,RAFFabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,RAFFabc
721,RAFFabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,RAFFabc
722,RAFFabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,RAFFabc
723,RAFFabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,RAFFabc
724,RAFFabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1202,RAFFabc
725,RAFFabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1203,RAFFabc
726,TM1414_assumedMonomer,TM1414(1),TM_1414,RAFH
727,TM1414_assumedMonomer,TM1414(1),TM_1414,RAFH
728,TM1414_assumedMonomer,TM1414(1),TM_1414,RAFH
729,,,TM_0857,RBFK
730,,,TM_0857,RBFK
731,,,TM_0857,RBFK
732,,,TM_0857,RBFK
733,,,TM_0857,RBFK
734,,,TM_0857,RBFK
735,,,TM_0857,RBFK
736,,,TM_0857,RBFK
737,,,TM_0857,RBFK
738,,,TM_0857,RBFK
739,RIBabc_cplx,TM0956(1) AND TM0958(1) AND TM0955(1) AND TM0959(1),TM_0958,RIBabc
740,RIBabc_cplx,TM0956(1) AND TM0958(1) AND TM0955(1) AND TM0959(1),TM_0958,RIBabc
741,RIBabc_cplx,TM0956(1) AND TM0958(1) AND TM0955(1) AND TM0959(1),TM_0958,RIBabc
742,RIBabc_cplx,TM0956(1) AND TM0958(1) AND TM0955(1) AND TM0959(1),TM_0958,RIBabc
743,RIBabc_cplx,TM0956(1) AND TM0958(1) AND TM0955(1) AND TM0959(1),TM_0955,RIBabc
744,RIBabc_cplx,TM0956(1) AND TM0958(1) AND TM0955(1) AND TM0959(1),TM_0956,RIBabc
745,RIBabc_cplx,TM0956(1) AND TM0958(1) AND TM0955(1) AND TM0959(1),TM_0959,RIBabc
746,TM0385_assumedMonomer,TM0385(1),TM_0385,RNTR1
747,TM0385_assumedMonomer,TM0385(1),TM_0385,RNTR1
748,TM0385_assumedMonomer,TM0385(1),TM_0385,RNTR1
749,TM0385_assumedMonomer,TM0385(1),TM_0385,RNTR1
750,TM0385_assumedMonomer,TM0385(1),TM_0385,RNTR2
751,TM0385_assumedMonomer,TM0385(1),TM_0385,RNTR2
752,TM0385_assumedMonomer,TM0385(1),TM_0385,RNTR2
753,TM0385_assumedMonomer,TM0385(1),TM_0385,RNTR2
754,TM0385_assumedMonomer,TM0385(1),TM_0385,RNTR3
755,TM0385_assumedMonomer,TM0385(1),TM_0385,RNTR3
756,TM0385_assumedMonomer,TM0385(1),TM_0385,RNTR3
757,TM0385_assumedMonomer,TM0385(1),TM_0385,RNTR3
758,TM0385_assumedMonomer,TM0385(1),TM_0385,RNTR4
759,TM0385_assumedMonomer,TM0385(1),TM_0385,RNTR4
760,TM0385_assumedMonomer,TM0385(1),TM_0385,RNTR4
761,TM0385_assumedMonomer,TM0385(1),TM_0385,RNTR4
762,TM0654_Homotetramer,TM0654(4),TM_0654,SPMS
763,TM0654_Homotetramer,TM0654(4),TM_0654,SPMS
764,TM0654_Homotetramer,TM0654(4),TM_0654,SPMS
765,TM1414_assumedMonomer,TM1414(1),TM_1414,SUCR
766,TM1414_assumedMonomer,TM1414(1),TM_1414,SUCR
767,TM1414_assumedMonomer,TM1414(1),TM_1414,SUCR
768,TM0752_assumedMonomer,TM0752(1),TM_0752,SUCR
769,TM0752_assumedMonomer,TM0752(1),TM_0752,SUCR
770,TM1068_assumedMonomer,TM1068(1),TM_1068,SUCR
771,TM1744_assumedMonomer,TM1744(1),TM_1744,THRA2r
772,TM1744_assumedMonomer,TM1744(1),TM_1744,THRA2r
773,TM1744_assumedMonomer,TM1744(1),TM_1744,THRA2r
774,TM1744_assumedMonomer,TM1744(1),TM_1744,THRA2r
775,TM1744_assumedMonomer,TM1744(1),TM_1744,THRA2r
776,TM1744_assumedMonomer,TM1744(1),TM_1744,THRA2r
777,TM1744_assumedMonomer,TM1744(1),TM_1744,THRA2r
778,TM1744_assumedMonomer,TM1744(1),TM_1744,THRA2r
779,TM1744_assumedMonomer,TM1744(1),TM_1744,THRA2r
780,TM1744_assumedMonomer,TM1744(1),TM_1744,THRA2r
781,TM1744_assumedMonomer,TM1744(1),TM_1744,THRA2r
782,TM1744_assumedMonomer,TM1744(1),TM_1744,THRA2r
783,TM1744_assumedMonomer,TM1744(1),TM_1744,THRA2r
784,TM1744_assumedMonomer,TM1744(1),TM_1744,THRA2r
785,TM1744_assumedMonomer,TM1744(1),TM_1744,THRA2r
786,TM1744_assumedMonomer,TM1744(1),TM_1744,THRA2r
787,TM1744_assumedMonomer,TM1744(1),TM_1744,THRA2r
788,TM1744_assumedMonomer,TM1744(1),TM_1744,THRA2r
789,TM1744_assumedMonomer,TM1744(1),TM_1744,THRA2r
790,TM1744_assumedMonomer,TM1744(1),TM_1744,THRA2r
791,TM1744_assumedMonomer,TM1744(1),TM_1744,THRA2r
792,TM1744_assumedMonomer,TM1744(1),TM_1744,THRA2r
793,TM1744_assumedMonomer,TM1744(1),TM_1744,THRA2r
794,TM1744_assumedMonomer,TM1744(1),TM_1744,THRA2r
795,TM1744_assumedMonomer,TM1744(1),TM_1744,THRA2r
796,TM1744_assumedMonomer,TM1744(1),TM_1744,THRAr
797,TM1744_assumedMonomer,TM1744(1),TM_1744,THRAr
798,TM1744_assumedMonomer,TM1744(1),TM_1744,THRAr
799,TM1744_assumedMonomer,TM1744(1),TM_1744,THRAr
800,TM1744_assumedMonomer,TM1744(1),TM_1744,THRAr
801,TM1744_assumedMonomer,TM1744(1),TM_1744,THRAr
802,TM1744_assumedMonomer,TM1744(1),TM_1744,THRAr
803,TM1744_assumedMonomer,TM1744(1),TM_1744,THRAr
804,TM1744_assumedMonomer,TM1744(1),TM_1744,THRAr
805,TM1744_assumedMonomer,TM1744(1),TM_1744,THRAr
806,TM1744_assumedMonomer,TM1744(1),TM_1744,THRAr
807,TM1744_assumedMonomer,TM1744(1),TM_1744,THRAr
808,TM1744_assumedMonomer,TM1744(1),TM_1744,THRAr
809,TM1744_assumedMonomer,TM1744(1),TM_1744,THRAr
810,TM1744_assumedMonomer,TM1744(1),TM_1744,THRAr
811,TM1744_assumedMonomer,TM1744(1),TM_1744,THRAr
812,TM1744_assumedMonomer,TM1744(1),TM_1744,THRAr
813,TM1744_assumedMonomer,TM1744(1),TM_1744,THRAr
814,TM1744_assumedMonomer,TM1744(1),TM_1744,THRAr
815,TM1744_assumedMonomer,TM1744(1),TM_1744,THRAr
816,TM1744_assumedMonomer,TM1744(1),TM_1744,THRAr
817,TM1744_assumedMonomer,TM1744(1),TM_1744,THRAr
818,TM1744_assumedMonomer,TM1744(1),TM_1744,THRAr
819,TM1744_assumedMonomer,TM1744(1),TM_1744,THRAr
820,TM1744_assumedMonomer,TM1744(1),TM_1744,THRAr
821,TM0401_assumedMonomer,TM0401(1),TM_0401,TMDK1
822,TM0401_assumedMonomer,TM0401(1),TM_0401,TMDK1
823,TM0401_assumedMonomer,TM0401(1),TM_0401,TMDK1
824,TM0401_assumedMonomer,TM0401(1),TM_0401,TMDK1
825,TM0449_Homotetramer,TM0449(4),TM_0449,TMDS3
826,TM0449_Homotetramer,TM0449(4),TM_0449,TMDS3
827,TM0449_Homotetramer,TM0449(4),TM_0449,TMDS3
828,TM0449_Homotetramer,TM0449(4),TM_0449,TMDS3
829,TM0449_Homotetramer,TM0449(4),TM_0449,TMDS3
830,TM0449_Homotetramer,TM0449(4),TM_0449,TMDS3
831,TM0449_Homotetramer,TM0449(4),TM_0449,TMDS3
832,TM0449_Homotetramer,TM0449(4),TM_0449,TMDS3
833,TM0449_Homotetramer,TM0449(4),TM_0449,TMDS3
834,TM0449_Homotetramer,TM0449(4),TM_0449,TMDS3
835,TM0449_Homotetramer,TM0449(4),TM_0449,TMDS3
836,TM0449_Homotetramer,TM0449(4),TM_0449,TMDS3
837,TM0449_Homotetramer,TM0449(4),TM_0449,TMDS3
838,TM0449_Homotetramer,TM0449(4),TM_0449,TMDS3
839,TM0449_Homotetramer,TM0449(4),TM_0449,TMDS3
840,TM0449_Homotetramer,TM0449(4),TM_0449,TMDS3
841,TM0449_Homotetramer,TM0449(4),TM_0449,TMDS3
842,TM0449_Homotetramer,TM0449(4),TM_0449,TMDS3
843,TM0449_Homotetramer,TM0449(4),TM_0449,TMDS3
844,TM0449_Homotetramer,TM0449(4),TM_0449,TMDS3
845,TM0449_Homotetramer,TM0449(4),TM_0449,TMDS3
846,TM0449_Homotetramer,TM0449(4),TM_0449,TMDS3
847,TM0449_Homotetramer,TM0449(4),TM_0449,TMDS3
848,TM0449_Homotetramer,TM0449(4),TM_0449,TMDS3
849,TM0070_assumedMonomer,TM0070(1),TM_0070,XYL2e
850,TM0070_assumedMonomer,TM0070(1),TM_0070,XYL2e
851,TM0061_assumedMonomer,TM0061(1),TM_0061,XYL2e
852,TM0061_assumedMonomer,TM0061(1),TM_0061,XYL2e
853,TM0061_assumedMonomer,TM0061(1),TM_0061,XYL2e
854,XYLabc_cplx1,TM0112(1) AND TM0114(1) AND TM0115(1),TM_0114,XYLabc
855,XYLabc_cplx2,TM0071(1) AND TM0072(1) AND TM0073(1) AND TM0074(1) AND TM0075(1),TM_0114,XYLabc
856,XYLabc_cplx3,TM0060(1) AND TM0056(1) AND TM0057(1) AND TM0058(1) AND TM0059(1),TM_0114,XYLabc
857,XYLabc_cplx1,TM0112(1) AND TM0114(1) AND TM0115(1),TM_0114,XYLabc
858,XYLabc_cplx2,TM0071(1) AND TM0072(1) AND TM0073(1) AND TM0074(1) AND TM0075(1),TM_0114,XYLabc
859,XYLabc_cplx3,TM0060(1) AND TM0056(1) AND TM0057(1) AND TM0058(1) AND TM0059(1),TM_0114,XYLabc
860,XYLabc_cplx1,TM0112(1) AND TM0114(1) AND TM0115(1),TM_0114,XYLabc
861,XYLabc_cplx2,TM0071(1) AND TM0072(1) AND TM0073(1) AND TM0074(1) AND TM0075(1),TM_0114,XYLabc
862,XYLabc_cplx3,TM0060(1) AND TM0056(1) AND TM0057(1) AND TM0058(1) AND TM0059(1),TM_0114,XYLabc
863,XYLabc_cplx1,TM0112(1) AND TM0114(1) AND TM0115(1),TM_0114,XYLabc
864,XYLabc_cplx2,TM0071(1) AND TM0072(1) AND TM0073(1) AND TM0074(1) AND TM0075(1),TM_0114,XYLabc
865,XYLabc_cplx3,TM0060(1) AND TM0056(1) AND TM0057(1) AND TM0058(1) AND TM0059(1),TM_0114,XYLabc
866,XYLabc_cplx1,TM0112(1) AND TM0114(1) AND TM0115(1),TM_0071,XYLabc
867,XYLabc_cplx2,TM0071(1) AND TM0072(1) AND TM0073(1) AND TM0074(1) AND TM0075(1),TM_0071,XYLabc
868,XYLabc_cplx3,TM0060(1) AND TM0056(1) AND TM0057(1) AND TM0058(1) AND TM0059(1),TM_0071,XYLabc
869,XYLabc_cplx1,TM0112(1) AND TM0114(1) AND TM0115(1),TM_0072,XYLabc
870,XYLabc_cplx2,TM0071(1) AND TM0072(1) AND TM0073(1) AND TM0074(1) AND TM0075(1),TM_0072,XYLabc
871,XYLabc_cplx3,TM0060(1) AND TM0056(1) AND TM0057(1) AND TM0058(1) AND TM0059(1),TM_0072,XYLabc
872,XYLabc_cplx1,TM0112(1) AND TM0114(1) AND TM0115(1),TM_0073,XYLabc
873,XYLabc_cplx2,TM0071(1) AND TM0072(1) AND TM0073(1) AND TM0074(1) AND TM0075(1),TM_0073,XYLabc
874,XYLabc_cplx3,TM0060(1) AND TM0056(1) AND TM0057(1) AND TM0058(1) AND TM0059(1),TM_0073,XYLabc
875,XYLabc_cplx1,TM0112(1) AND TM0114(1) AND TM0115(1),TM_0074,XYLabc
876,XYLabc_cplx2,TM0071(1) AND TM0072(1) AND TM0073(1) AND TM0074(1) AND TM0075(1),TM_0074,XYLabc
877,XYLabc_cplx3,TM0060(1) AND TM0056(1) AND TM0057(1) AND TM0058(1) AND TM0059(1),TM_0074,XYLabc
878,XYLabc_cplx1,TM0112(1) AND TM0114(1) AND TM0115(1),TM_0075,XYLabc
879,XYLabc_cplx2,TM0071(1) AND TM0072(1) AND TM0073(1) AND TM0074(1) AND TM0075(1),TM_0075,XYLabc
880,XYLabc_cplx3,TM0060(1) AND TM0056(1) AND TM0057(1) AND TM0058(1) AND TM0059(1),TM_0075,XYLabc
881,XYLabc_cplx1,TM0112(1) AND TM0114(1) AND TM0115(1),TM_0056,XYLabc
882,XYLabc_cplx2,TM0071(1) AND TM0072(1) AND TM0073(1) AND TM0074(1) AND TM0075(1),TM_0056,XYLabc
883,XYLabc_cplx3,TM0060(1) AND TM0056(1) AND TM0057(1) AND TM0058(1) AND TM0059(1),TM_0056,XYLabc
884,XYLabc_cplx1,TM0112(1) AND TM0114(1) AND TM0115(1),TM_0057,XYLabc
885,XYLabc_cplx2,TM0071(1) AND TM0072(1) AND TM0073(1) AND TM0074(1) AND TM0075(1),TM_0057,XYLabc
886,XYLabc_cplx3,TM0060(1) AND TM0056(1) AND TM0057(1) AND TM0058(1) AND TM0059(1),TM_0057,XYLabc
887,XYLabc_cplx1,TM0112(1) AND TM0114(1) AND TM0115(1),TM_0058,XYLabc
888,XYLabc_cplx2,TM0071(1) AND TM0072(1) AND TM0073(1) AND TM0074(1) AND TM0075(1),TM_0058,XYLabc
889,XYLabc_cplx3,TM0060(1) AND TM0056(1) AND TM0057(1) AND TM0058(1) AND TM0059(1),TM_0058,XYLabc
890,XYLabc_cplx1,TM0112(1) AND TM0114(1) AND TM0115(1),TM_0059,XYLabc
891,XYLabc_cplx2,TM0071(1) AND TM0072(1) AND TM0073(1) AND TM0074(1) AND TM0075(1),TM_0059,XYLabc
892,XYLabc_cplx3,TM0060(1) AND TM0056(1) AND TM0057(1) AND TM0058(1) AND TM0059(1),TM_0059,XYLabc
893,XYLabc_cplx1,TM0112(1) AND TM0114(1) AND TM0115(1),TM_0060,XYLabc
894,XYLabc_cplx2,TM0071(1) AND TM0072(1) AND TM0073(1) AND TM0074(1) AND TM0075(1),TM_0060,XYLabc
895,XYLabc_cplx3,TM0060(1) AND TM0056(1) AND TM0057(1) AND TM0058(1) AND TM0059(1),TM_0060,XYLabc
896,XYLabc_cplx1,TM0112(1) AND TM0114(1) AND TM0115(1),TM_0112,XYLabc
897,XYLabc_cplx2,TM0071(1) AND TM0072(1) AND TM0073(1) AND TM0074(1) AND TM0075(1),TM_0112,XYLabc
898,XYLabc_cplx3,TM0060(1) AND TM0056(1) AND TM0057(1) AND TM0058(1) AND TM0059(1),TM_0112,XYLabc
899,XYLabc_cplx1,TM0112(1) AND TM0114(1) AND TM0115(1),TM_0115,XYLabc
900,XYLabc_cplx2,TM0071(1) AND TM0072(1) AND TM0073(1) AND TM0074(1) AND TM0075(1),TM_0115,XYLabc
901,XYLabc_cplx3,TM0060(1) AND TM0056(1) AND TM0057(1) AND TM0058(1) AND TM0059(1),TM_0115,XYLabc
902,TM0070_assumedMonomer,TM0070(1),TM_0070,XYLe
903,TM0070_assumedMonomer,TM0070(1),TM_0070,XYLe
904,TM0061_assumedMonomer,TM0061(1),TM_0061,XYLe
905,TM0061_assumedMonomer,TM0061(1),TM_0061,XYLe
906,TM0061_assumedMonomer,TM0061(1),TM_0061,XYLe
907,ACCOAC_cplx,TM0716(1) AND TM0717(1),TM_0716,ACCOAC
908,ACCOAC_cplx,TM0716(1) AND TM0717(1),TM_0717,ACCOAC
909,PPCOAC_cplx,TM0716(1) AND TM0717(1),TM_0716,PPCOAC
910,PPCOAC_cplx,TM0716(1) AND TM0717(1),TM_0717,PPCOAC
911,TM1784_Homohexamer,TM1784(6),TM_1784,ACGK
912,TM1783_assumedMonomer,TM1783(1),TM_1783,ACGS
913,TM1783_assumedMonomer,TM1783(1),TM_1783,ORNTAC
914,ACHBS_cplx,TM0548(1) AND TM0549(1),TM_0548,ACHBS
915,ACHBS_cplx,TM0548(1) AND TM0549(1),TM_0549,ACHBS
916,ACLS_cplx,TM0548(1) AND TM0549(1),TM_0548,ACLS
917,ACLS_cplx,TM0548(1) AND TM0549(1),TM_0549,ACLS
918,TM0274_Homodimer,TM0274(2),TM_0274,ACKr
919,AMYe_cplx,TM1840(1) AND TM1845(1),TM_1845,AMYe
920,AMYe_cplx,TM1840(1) AND TM1845(1),TM_1845,AMYe
921,AMYe_cplx,TM1840(1) AND TM1845(1),TM_1845,AMYe
922,AMYe_cplx,TM1840(1) AND TM1845(1),TM_1840,AMYe
923,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS
924,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS
925,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS
926,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS
927,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS
928,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS
929,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS
930,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS
931,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS
932,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS
933,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS
934,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS
935,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS
936,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS
937,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS
938,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS
939,TM0025_assumedMonomer,TM0025(1),TM_0025,GLS
940,TM0076_assumedMonomer,TM0076(1),TM_0076,GLS
941,TM1524_assumedMonomer,TM1524(1),TM_1524,GLS
942,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS2
943,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS2
944,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS2
945,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS2
946,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS2
947,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS2
948,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS2
949,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS2
950,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS2
951,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS2
952,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS2
953,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS2
954,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS2
955,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS2
956,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS2
957,TM0024_assumedMonomer,TM0024(1),TM_0024,GLS2
958,TM0025_assumedMonomer,TM0025(1),TM_0025,GLS2
959,TM0076_assumedMonomer,TM0076(1),TM_0076,GLS2
960,TM1524_assumedMonomer,TM1524(1),TM_1524,GLS2
961,TM1347_assumedMonomer,TM1347(1),TM_1347,IMPD
962,TM1347_assumedMonomer,TM1347(1),TM_1347,IMPD
963,TM1347_assumedMonomer,TM1347(1),TM_1347,IMPD
964,TM1347_assumedMonomer,TM1347(1),TM_1347,IMPD
965,TM1347_assumedMonomer,TM1347(1),TM_1347,IMPD
966,TM1347_assumedMonomer,TM1347(1),TM_1347,IMPD
967,TM0024_assumedMonomer,TM0024(1),TM_0024,LMNe
968,TM0024_assumedMonomer,TM0024(1),TM_0024,LMNe
969,TM0024_assumedMonomer,TM0024(1),TM_0024,LMNe
970,TM0024_assumedMonomer,TM0024(1),TM_0024,LMNe
971,TM0024_assumedMonomer,TM0024(1),TM_0024,LMNe
972,TM0024_assumedMonomer,TM0024(1),TM_0024,LMNe
973,TM0024_assumedMonomer,TM0024(1),TM_0024,LMNe
974,TM0024_assumedMonomer,TM0024(1),TM_0024,LMNe
975,TM0024_assumedMonomer,TM0024(1),TM_0024,LMNe
976,TM0024_assumedMonomer,TM0024(1),TM_0024,LMNe
977,TM0024_assumedMonomer,TM0024(1),TM_0024,LMNe
978,TM0024_assumedMonomer,TM0024(1),TM_0024,LMNe
979,TM0024_assumedMonomer,TM0024(1),TM_0024,LMNe
980,TM0024_assumedMonomer,TM0024(1),TM_0024,LMNe
981,TM0024_assumedMonomer,TM0024(1),TM_0024,LMNe
982,TM0024_assumedMonomer,TM0024(1),TM_0024,LMNe
983,TM0268_assumedMonomer,TM0268(1),TM_0268,METS
984,TM0268_assumedMonomer,TM0268(1),TM_0268,METS
985,TM0268_assumedMonomer,TM0268(1),TM_0268,METS
986,TM0268_assumedMonomer,TM0268(1),TM_0268,METS
987,TM0268_assumedMonomer,TM0268(1),TM_0268,METS
988,TM0268_assumedMonomer,TM0268(1),TM_0268,METS
989,TM0268_assumedMonomer,TM0268(1),TM_0268,METS
990,TM0268_assumedMonomer,TM0268(1),TM_0268,METS
991,TM0268_assumedMonomer,TM0268(1),TM_0268,METS
992,TM0268_assumedMonomer,TM0268(1),TM_0268,METS
993,TM0268_assumedMonomer,TM0268(1),TM_0268,METS
994,TM0268_assumedMonomer,TM0268(1),TM_0268,METS
995,TM0269_assumedMonomer,TM0269(1),TM_0269,METS
996,,,TM_1088,NAti
997,,,TM_1088,NAti
998,,,TM_1088,NAti
999,,,TM_1088,NAti
1000,,,TM_1089,NAti
1001,TM0689_Monomer,TM0689(1),TM_0689,PGK
1002,TM0689_Homotetramer,TM0689(4),TM_0689,PGK
1003,TM0689_Monomer,TM0689(1),TM_0689,PGK
1004,TM0689_Homotetramer,TM0689(4),TM_0689,PGK
1005,TM0689_Monomer,TM0689(1),TM_0689,PGK
1006,TM0689_Homotetramer,TM0689(4),TM_0689,PGK
1007,TM1845_assumedMonomer,TM1845(1),TM_1845,PULLe
1008,TM1845_assumedMonomer,TM1845(1),TM_1845,PULLe
1009,TM1845_assumedMonomer,TM1845(1),TM_1845,PULLe
1010,TM0689_Monomer,TM0689(1),TM_0689,TPI
1011,TM0689_Homotetramer,TM0689(4),TM_0689,TPI
1012,TM0689_Monomer,TM0689(1),TM_0689,TPI
1013,TM0689_Homotetramer,TM0689(4),TM_0689,TPI
1014,TM0689_Monomer,TM0689(1),TM_0689,TPI
1015,TM0689_Homotetramer,TM0689(4),TM_0689,TPI
1016,Znabc_cplx,TM0123(1) AND TM0125(1) AND TM0124(1),TM_0125,ZNabc
1017,Znabc_cplx,TM0123(1) AND TM0125(1) AND TM0124(1),TM_0123,ZNabc
1018,Znabc_cplx,TM0123(1) AND TM0125(1) AND TM0124(1),TM_0124,ZNabc
1019,TM0802_assumedMonomer,TM0802(1),TM_0802,ACOATAi
1020,C100SN_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0802,C100SN
1021,C100SN_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0802,C100SN
1022,C100SN_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0798,C100SN
1023,C100SN_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0798,C100SN
