,e_enzyme,e_enzyme_composition_string,m_gene,m_reaction
95,ASNTRAT_cplx,TM1272(1) AND TM1273(1) AND TM0252(1),TM_1273,ASNTRAT
96,ASNTRAT_cplx,TM1272(1) AND TM1273(1) AND TM0252(1),TM_1273,ASNTRAT
97,TM1643_Homodimer,TM1643(2),TM_1643,ASPO1_TM
98,TM1643_Homodimer,TM1643(2),TM_1643,ASPO1_TM
99,TM1643_Homodimer,TM1643(2),TM_1643,ASPO1_TM
100,TM1643_Homodimer,TM1643(2),TM_1643,ASPO1_TM
101,ATPPRTr_cplx,TM1042(1) AND TM1043(1),TM_1042,ATPPRTr
102,ATPPRTr_cplx,TM1042(1) AND TM1043(1),TM_1042,ATPPRTr
103,ATPPRTr_cplx,TM1042(1) AND TM1043(1),TM_1042,ATPPRTr
104,ATPPRTr_cplx,TM1042(1) AND TM1043(1),TM_1042,ATPPRTr
105,ATPPRTr_cplx,TM1042(1) AND TM1043(1),TM_1043,ATPPRTr
106,ATPPRTr_cplx,TM1042(1) AND TM1043(1),TM_1043,ATPPRTr
107,TM1281_Homodimer,TM1281(2),TM_1281,BGLA1
108,TM1281_Homotetramer,TM1281(4),TM_1281,BGLA1
109,TM1281_Homodimer,TM1281(2),TM_1281,BGLA1
110,TM1281_Homotetramer,TM1281(4),TM_1281,BGLA1
111,TM1281_Homodimer,TM1281(2),TM_1281,BGLA1
112,TM1281_Homotetramer,TM1281(4),TM_1281,BGLA1
113,TM1281_Homodimer,TM1281(2),TM_1281,BGLA1
114,TM1281_Homotetramer,TM1281(4),TM_1281,BGLA1
115,TM1281_Homodimer,TM1281(2),TM_1281,BGLA1
116,TM1281_Homotetramer,TM1281(4),TM_1281,BGLA1
117,TM1281_Homodimer,TM1281(2),TM_1281,BGLA1
118,TM1281_Homotetramer,TM1281(4),TM_1281,BGLA1
119,TM1269_assumedMonomer,TM1269(1),TM_1269,BTS3
120,TM1269_assumedMonomer,TM1269(1),TM_1269,BTS3
121,TM1269_assumedMonomer,TM1269(1),TM_1269,BTS3
122,TM1269_assumedMonomer,TM1269(1),TM_1269,BTS3
123,TM1269_assumedMonomer,TM1269(1),TM_1269,BTS3
124,TM1269_assumedMonomer,TM1269(1),TM_1269,BTS3
125,TM1269_assumedMonomer,TM1269(1),TM_1269,BTS3
126,TM1269_assumedMonomer,TM1269(1),TM_1269,BTS3
127,TM1269_assumedMonomer,TM1269(1),TM_1269,BTS3
128,TM1269_assumedMonomer,TM1269(1),TM_1269,BTS3
129,TM1269_assumedMonomer,TM1269(1),TM_1269,BTS3
130,TM1269_assumedMonomer,TM1269(1),TM_1269,BTS3
131,TM1269_assumedMonomer,TM1269(1),TM_1269,BTS3
132,TM1269_assumedMonomer,TM1269(1),TM_1269,BTS3
133,TM1269_assumedMonomer,TM1269(1),TM_1269,BTS3
134,TM1269_assumedMonomer,TM1269(1),TM_1269,BTS3
135,TM1269_assumedMonomer,TM1269(1),TM_1269,BTS3
136,TM1269_assumedMonomer,TM1269(1),TM_1269,BTS3
137,CELLBabc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_0031,CELLBabc
138,CELLBabc_cplx2,TM1226(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_0031,CELLBabc
139,CELLBabc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_0031,CELLBabc
140,CELLBabc_cplx2,TM1226(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_0031,CELLBabc
141,CELLBabc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_0031,CELLBabc
142,CELLBabc_cplx2,TM1226(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_0031,CELLBabc
143,CELLBabc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_0031,CELLBabc
144,CELLBabc_cplx2,TM1226(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_0031,CELLBabc
145,CELLBabc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_1219,CELLBabc
146,CELLBabc_cplx2,TM1226(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_1219,CELLBabc
147,CELLBabc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_1220,CELLBabc
148,CELLBabc_cplx2,TM1226(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_1220,CELLBabc
149,CELLBabc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_1221,CELLBabc
150,CELLBabc_cplx2,TM1226(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_1221,CELLBabc
151,CELLBabc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_1222,CELLBabc
152,CELLBabc_cplx2,TM1226(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_1222,CELLBabc
153,CELLBabc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_1226,CELLBabc
154,CELLBabc_cplx2,TM1226(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_1226,CELLBabc
155,CELLBabc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_0027,CELLBabc
156,CELLBabc_cplx2,TM1226(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_0027,CELLBabc
157,CELLBabc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_0028,CELLBabc
158,CELLBabc_cplx2,TM1226(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_0028,CELLBabc
159,CELLBabc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_0029,CELLBabc
160,CELLBabc_cplx2,TM1226(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_0029,CELLBabc
161,CELLBabc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_0030,CELLBabc
162,CELLBabc_cplx2,TM1226(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_0030,CELLBabc
163,TM0343_Homotetramer,TM0343(4),TM_0343,DDPA
164,TM0343_Homotetramer,TM0343(4),TM_0343,DDPA
165,TM0343_Homotetramer,TM0343(4),TM_0343,DDPA
166,TM0343_Homotetramer,TM0343(4),TM_0343,DDPA
167,TM0343_Homotetramer,TM0343(4),TM_0343,DDPA
168,TM0343_Homotetramer,TM0343(4),TM_0343,DDPA
169,TM0343_Homotetramer,TM0343(4),TM_0343,DDPA
170,TM0343_Homotetramer,TM0343(4),TM_0343,DDPA
171,TM0343_Homotetramer,TM0343(4),TM_0343,DDPA
172,TM0343_Homotetramer,TM0343(4),TM_0343,DDPA
173,DDPGA_cplx,TM0128(1) AND TM0880(1),TM_0066,DDPGA
174,DDPGA_cplx,TM0128(1) AND TM0880(1),TM_0066,DDPGA
175,DDPGA_cplx,TM0128(1) AND TM0880(1),TM_0128,DDPGA
176,DDPGA_cplx,TM0128(1) AND TM0880(1),TM_0880,DDPGA
177,TM1521_Homotetramer,TM1521(4),TM_1521,DHDPS
178,TM1521_Homotetramer,TM1521(4),TM_1521,DHDPS
179,TM1521_Homotetramer,TM1521(4),TM_1521,DHDPS
180,TM1641_Homodimer,TM1641(2),TM_1641,DHFR
181,TM1641_Homodimer,TM1641(2),TM_1641,DHFR
182,TM1641_Homodimer,TM1641(2),TM_1641,DHFR
183,TM1641_Homodimer,TM1641(2),TM_1641,DHFR
184,TM1559_assumedMonomer,TM1559(1),TM_1559,DRPAr
185,TM1559_assumedMonomer,TM1559(1),TM_1559,DRPAr
186,TM0401_assumedMonomer,TM0401(1),TM_0401,DURIK1
187,TM0401_assumedMonomer,TM0401(1),TM_0401,DURIK1
188,TM0401_assumedMonomer,TM0401(1),TM_0401,DURIK1
189,TM0401_assumedMonomer,TM0401(1),TM_0401,DURIK1
190,TM0889_assumedMonomer,TM0889(1),TM_0889,DXPRI
191,TM0889_assumedMonomer,TM0889(1),TM_0889,DXPRI
192,TM0889_assumedMonomer,TM0889(1),TM_0889,DXPRI
193,TM0889_assumedMonomer,TM0889(1),TM_0889,DXPRI
194,TM0889_assumedMonomer,TM0889(1),TM_0889,DXPRI
195,TM0889_assumedMonomer,TM0889(1),TM_0889,DXPRI
196,TM0066_assumedMonomer,TM0066(1),TM_0066,EDA_R
197,TM0066_assumedMonomer,TM0066(1),TM_0066,EDA_R
198,TM1415_Homotetramer,TM1415(4),TM_1415,FBP
199,TM1415_Homotetramer,TM1415(4),TM_1415,FBP
200,,,TM_0857,FMNAT
201,,,TM_0857,FMNAT
202,,,TM_0857,FMNAT
203,,,TM_0857,FMNAT
204,,,TM_0857,FMNAT
205,,,TM_0857,FMNAT
206,,,TM_0857,FMNAT
207,,,TM_0857,FMNAT
208,,,TM_0857,FMNAT
209,,,TM_0857,FMNAT
210,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE
211,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE
212,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE
213,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE
214,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE
215,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE
216,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE
217,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE
218,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE
219,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE
220,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE
221,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE
222,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE
223,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE
224,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE2
225,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE2
226,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE2
227,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE2
228,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE2
229,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE2
230,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE2
231,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE2
232,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE2
233,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE2
234,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE2
235,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE2
236,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE2
237,TM0306_assumedMonomer,TM0306(1),TM_0306,FUCASE2
238,GALMAN4_cplx,TM1751(1) AND TM1752(1) AND TM1192(1) AND TM1624(1),TM_1751,GALMAN4
239,GALMAN4_cplx,TM1751(1) AND TM1752(1) AND TM1192(1) AND TM1624(1),TM_1751,GALMAN4
240,GALMAN4_cplx,TM1751(1) AND TM1752(1) AND TM1192(1) AND TM1624(1),TM_1751,GALMAN4
241,GALMAN4_cplx,TM1751(1) AND TM1752(1) AND TM1192(1) AND TM1624(1),TM_1751,GALMAN4
242,GALMAN4_cplx,TM1751(1) AND TM1752(1) AND TM1192(1) AND TM1624(1),TM_1751,GALMAN4
243,GALMAN4_cplx,TM1751(1) AND TM1752(1) AND TM1192(1) AND TM1624(1),TM_1751,GALMAN4
244,GALMAN4_cplx,TM1751(1) AND TM1752(1) AND TM1192(1) AND TM1624(1),TM_1751,GALMAN4
245,GALMAN4_cplx,TM1751(1) AND TM1752(1) AND TM1192(1) AND TM1624(1),TM_1751,GALMAN4
246,GALMAN4_cplx,TM1751(1) AND TM1752(1) AND TM1192(1) AND TM1624(1),TM_1751,GALMAN4
247,GALMAN4_cplx,TM1751(1) AND TM1752(1) AND TM1192(1) AND TM1624(1),TM_1192,GALMAN4
248,GALMAN4_cplx,TM1751(1) AND TM1752(1) AND TM1192(1) AND TM1624(1),TM_1624,GALMAN4
249,GALMAN4_cplx,TM1751(1) AND TM1752(1) AND TM1192(1) AND TM1624(1),TM_1752,GALMAN4
250,GALMAN6_cplx,TM1751(1) AND TM1752(1) AND TM1192(1) AND TM1624(1),TM_1751,GALMAN6
251,GALMAN6_cplx,TM1751(1) AND TM1752(1) AND TM1192(1) AND TM1624(1),TM_1751,GALMAN6
252,GALMAN6_cplx,TM1751(1) AND TM1752(1) AND TM1192(1) AND TM1624(1),TM_1751,GALMAN6
253,GALMAN6_cplx,TM1751(1) AND TM1752(1) AND TM1192(1) AND TM1624(1),TM_1751,GALMAN6
254,GALMAN6_cplx,TM1751(1) AND TM1752(1) AND TM1192(1) AND TM1624(1),TM_1751,GALMAN6
255,GALMAN6_cplx,TM1751(1) AND TM1752(1) AND TM1192(1) AND TM1624(1),TM_1751,GALMAN6
256,GALMAN6_cplx,TM1751(1) AND TM1752(1) AND TM1192(1) AND TM1624(1),TM_1751,GALMAN6
257,GALMAN6_cplx,TM1751(1) AND TM1752(1) AND TM1192(1) AND TM1624(1),TM_1751,GALMAN6
258,GALMAN6_cplx,TM1751(1) AND TM1752(1) AND TM1192(1) AND TM1624(1),TM_1751,GALMAN6
259,GALMAN6_cplx,TM1751(1) AND TM1752(1) AND TM1192(1) AND TM1624(1),TM_1192,GALMAN6
260,GALMAN6_cplx,TM1751(1) AND TM1752(1) AND TM1192(1) AND TM1624(1),TM_1624,GALMAN6
261,GALMAN6_cplx,TM1751(1) AND TM1752(1) AND TM1192(1) AND TM1624(1),TM_1752,GALMAN6
262,GALabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,GALabc
263,GALabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,GALabc
264,GALabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,GALabc
265,GALabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,GALabc
266,GALabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1202,GALabc
267,GALabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1203,GALabc
268,GLCMAN4_cplx,TM1751(1) AND TM1752(1) AND TM1624(1),TM_1751,GLCMAN4
269,GLCMAN4_cplx,TM1751(1) AND TM1752(1) AND TM1624(1),TM_1751,GLCMAN4
270,GLCMAN4_cplx,TM1751(1) AND TM1752(1) AND TM1624(1),TM_1751,GLCMAN4
271,GLCMAN4_cplx,TM1751(1) AND TM1752(1) AND TM1624(1),TM_1751,GLCMAN4
272,GLCMAN4_cplx,TM1751(1) AND TM1752(1) AND TM1624(1),TM_1751,GLCMAN4
273,GLCMAN4_cplx,TM1751(1) AND TM1752(1) AND TM1624(1),TM_1751,GLCMAN4
274,GLCMAN4_cplx,TM1751(1) AND TM1752(1) AND TM1624(1),TM_1751,GLCMAN4
275,GLCMAN4_cplx,TM1751(1) AND TM1752(1) AND TM1624(1),TM_1751,GLCMAN4
276,GLCMAN4_cplx,TM1751(1) AND TM1752(1) AND TM1624(1),TM_1751,GLCMAN4
277,GLCMAN4_cplx,TM1751(1) AND TM1752(1) AND TM1624(1),TM_1624,GLCMAN4
278,GLCMAN4_cplx,TM1751(1) AND TM1752(1) AND TM1624(1),TM_1752,GLCMAN4
279,GLCMAN6_cplx,TM1751(1) AND TM1752(1) AND TM1624(1),TM_1751,GLCMAN6
280,GLCMAN6_cplx,TM1751(1) AND TM1752(1) AND TM1624(1),TM_1751,GLCMAN6
281,GLCMAN6_cplx,TM1751(1) AND TM1752(1) AND TM1624(1),TM_1751,GLCMAN6
282,GLCMAN6_cplx,TM1751(1) AND TM1752(1) AND TM1624(1),TM_1751,GLCMAN6
283,GLCMAN6_cplx,TM1751(1) AND TM1752(1) AND TM1624(1),TM_1751,GLCMAN6
284,GLCMAN6_cplx,TM1751(1) AND TM1752(1) AND TM1624(1),TM_1751,GLCMAN6
285,GLCMAN6_cplx,TM1751(1) AND TM1752(1) AND TM1624(1),TM_1751,GLCMAN6
286,GLCMAN6_cplx,TM1751(1) AND TM1752(1) AND TM1624(1),TM_1751,GLCMAN6
287,GLCMAN6_cplx,TM1751(1) AND TM1752(1) AND TM1624(1),TM_1751,GLCMAN6
288,GLCMAN6_cplx,TM1751(1) AND TM1752(1) AND TM1624(1),TM_1624,GLCMAN6
289,GLCMAN6_cplx,TM1751(1) AND TM1752(1) AND TM1624(1),TM_1752,GLCMAN6
290,GLCabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,GLCabc
291,GLCabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,GLCabc
292,GLCabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,GLCabc
293,GLCabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,GLCabc
294,GLCabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1202,GLCabc
295,GLCabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1203,GLCabc
296,GLNTRAT_cplx,TM1272(1) AND TM1273(1) AND TM0252(1),TM_1272,GLNTRAT
297,GLNTRAT_cplx,TM1272(1) AND TM1273(1) AND TM0252(1),TM_1272,GLNTRAT
298,GLNTRAT_cplx,TM1272(1) AND TM1273(1) AND TM0252(1),TM_1272,GLNTRAT
299,GLNTRAT_cplx,TM1272(1) AND TM1273(1) AND TM0252(1),TM_1272,GLNTRAT
300,GLNTRAT_cplx,TM1272(1) AND TM1273(1) AND TM0252(1),TM_1272,GLNTRAT
301,GLNTRAT_cplx,TM1272(1) AND TM1273(1) AND TM0252(1),TM_1272,GLNTRAT
302,GLNTRAT_cplx,TM1272(1) AND TM1273(1) AND TM0252(1),TM_0252,GLNTRAT
303,GLNTRAT_cplx,TM1272(1) AND TM1273(1) AND TM0252(1),TM_0252,GLNTRAT
304,GLNTRAT_cplx,TM1272(1) AND TM1273(1) AND TM0252(1),TM_0252,GLNTRAT
305,GLNTRAT_cplx,TM1272(1) AND TM1273(1) AND TM0252(1),TM_0252,GLNTRAT
306,GLNTRAT_cplx,TM1272(1) AND TM1273(1) AND TM0252(1),TM_0252,GLNTRAT
307,GLNTRAT_cplx,TM1272(1) AND TM1273(1) AND TM0252(1),TM_1273,GLNTRAT
308,GLNTRAT_cplx,TM1272(1) AND TM1273(1) AND TM0252(1),TM_1273,GLNTRAT
309,GLNTRAT_cplx,TM1272(1) AND TM1273(1) AND TM0252(1),TM_1273,GLNTRAT
310,GLNTRAT_cplx,TM1272(1) AND TM1273(1) AND TM0252(1),TM_1273,GLNTRAT
311,GLNTRAT_cplx,TM1272(1) AND TM1273(1) AND TM0252(1),TM_1273,GLNTRAT
312,,,TM_1015,GLUDx
313,,,TM_1015,GLUDx
314,,,TM_1015,GLUDx
315,,,TM_1015,GLUDx
316,,,TM_1015,GLUDx
317,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS
318,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS
319,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS
320,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS
321,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS
322,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS
323,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS
324,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS
325,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS
326,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS
327,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS
328,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS
329,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS
330,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS
331,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS
332,TM1351_Monomer,TM1351(1),TM_1351,GLUTRS
333,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS_Gln
334,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS_Gln
335,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS_Gln
